rounded_lng,rounded_lat,City,IDX,Genus,species_name
-122.428265,37.770545,SanFrancisco,2698,corymbia,ficifolia
-122.428265,37.770545,SanFrancisco,2698,corymbia,ficifolia
-113.425732,53.452963,Edmonton,2699,populus,
-114.048136,50.936958,Calgary,2700,ulmus,americana
-105.272272,40.022637,Boulder,2701,acer,negundo
-122.381923,47.553897,Seattle,2702,ostrya,
-76.939256,38.901756,WashingtonDc,2703,lagerstroemia,
-76.941607,38.893792,WashingtonDc,2704,acer,
-123.026523,49.230381,Vancouver,2705,quercus,
-123.098659,49.252427,Vancouver,2706,prunus,hillieri
-96.743431,43.554028,Buffalo,2707,tilia,pungens
-123.065964,49.255964,Vancouver,2708,carpinus,
-123.153034,49.249306,Vancouver,2709,carpinus,
-113.643615,53.554978,Edmonton,2710,picea,pungens
-121.85203,37.323851,SanJose,2711,juglans,
-74.138982,40.612726,NewYork,2712,celtis,occidentalis
-122.324591,47.661265,Seattle,2713,fraxinus,angustifolia
-118.340726,34.076596,LosAngeles,2714,platanus,acerifolia
-122.416996,37.747242,SanFrancisco,2715,callistemon,citrinus
-96.734048,43.539524,SiouxFalls,2716,acer,saccharinum
-96.765906,43.599831,LosAngeles,2717,syagrus,pennsylvanica
-118.282874,34.094463,LosAngeles,2718,washingtonia,robusta
-118.292294,33.727625,LosAngeles,2719,cupaniopsis,anacardioides
-105.264422,40.024387,Boulder,2720,acer,saccharinum
-105.034117,39.698128,Denver,2721,acer,rubrum
-73.66105,45.545273,Montreal,2722,gleditsia,
-83.008023,39.980294,Columbus,2723,zelkova,
-77.024263,38.923985,WashingtonDc,2724,nyssa,
-114.122154,51.004273,Calgary,2725,quercus,macrocarpa
-80.000324,40.454467,Pittsburgh,2726,cornus,kousa
-86.548981,39.208313,Bloomington,2727,acer,
-113.448363,53.421255,Edmonton,2728,ulmus,
-114.135668,51.041293,Calgary,2729,malus,
-96.800816,43.52101,SiouxFalls,2730,celtis,occidentalis
-77.019323,38.966099,WashingtonDc,2731,zelkova,
-114.090172,51.043065,Calgary,2732,ulmus,
-73.899596,40.617246,NewYork,2733,cercis,canadensis
-74.196262,40.546896,NewYork,2734,fraxinus,pennsylvanica
-118.50376,34.030181,SantaMonica,2735,quercus,agrifolia
-122.431581,37.78561,SanFrancisco,2736,fraxinus,uhdei
-73.668173,45.5461,Montreal,2737,gleditsia,triacanthos
-122.427614,37.724125,SanFrancisco,2738,callistemon,citrinus
-77.01356,38.952866,WashingtonDc,2739,lagerstroemia,
-83.073709,40.125937,Columbus,2740,gleditsia,
-113.462762,53.425322,Edmonton,2741,ulmus,americana
-114.042886,50.944022,Calgary,2742,fraxinus,americana
-83.010638,39.974332,Columbus,2743,platanus,
-73.594679,45.518838,Montreal,2744,ulmus,
-82.920829,40.008667,Columbus,2745,malus,
-73.868073,40.86328,NewYork,2746,metasequoia,glyptostroboides
-118.439211,33.95918,LosAngeles,2747,eucalyptus,rudis
-122.2678,47.551071,Seattle,2748,malus,tschonoskii
-122.376368,47.54254,Seattle,2749,fraxinus,pennsylvanica
-122.056366,37.310493,Cupertino,2750,liquidambar,styraciflua
-122.47199,37.72798,SanFrancisco,2751,corymbia,ficifolia
-80.482606,43.431976,Kitchener,2752,ulmus,accolade
-122.798432,49.064533,Surrey,2753,cercidiphyllum,japonicum
-118.409959,33.953444,LosAngeles,2754,cupaniopsis,anacardioides
-76.945878,38.867226,WashingtonDc,2755,quercus,
-73.999437,40.607265,NewYork,2756,platanus,acerifolia
-122.432979,37.788423,SanFrancisco,2757,prunus,serrulata
-73.686421,45.519307,Montreal,2758,acer,
-121.79927,37.304604,SanJose,2759,salix,
-78.841033,42.952397,SiouxFalls,2760,acer,saccharinum
-76.940833,38.894397,WashingtonDc,2761,cladrastis,
-123.18456,49.24147,Vancouver,2762,aesculus,
-104.985985,39.718275,Denver,2763,gymnocladus,dioicus
-74.153534,40.533265,NewYork,2764,liquidambar,styraciflua
-122.434964,37.733768,SanFrancisco,2765,acacia,canariensis
-122.434964,37.733768,SanFrancisco,2765,acacia,spp
-122.434964,37.733768,SanFrancisco,2765,acacia,plicata
-122.434964,37.733768,SanFrancisco,2765,acacia,spp
-122.434964,37.733768,SanFrancisco,2765,acacia,
-122.434964,37.733768,SanFrancisco,2765,acacia,sempervirens
-122.434964,37.733768,SanFrancisco,2765,acacia,spp
-122.434964,37.733768,SanFrancisco,2765,acacia,canariensis
-122.434964,37.733768,SanFrancisco,2765,acacia,pinea
-122.434964,37.733768,SanFrancisco,2765,acacia,viscosa
-122.434964,37.733768,SanFrancisco,2765,acacia,ficifolia
-122.434964,37.733768,SanFrancisco,2765,acacia,sempervirens
-122.434964,37.733768,SanFrancisco,2765,acacia,ficifolia
-122.434964,37.733768,SanFrancisco,2765,acacia,undulatum
-122.434964,37.733768,SanFrancisco,2765,acacia,pinea
-122.434964,37.733768,SanFrancisco,2765,acacia,spp
-122.434964,37.733768,SanFrancisco,2765,acacia,canariensis
-122.434964,37.733768,SanFrancisco,2765,acacia,viscosa
-122.434964,37.733768,SanFrancisco,2765,acacia,pinea
-122.309594,47.699949,Seattle,2766,cedrus,deodara
-122.770188,49.025647,Surrey,2767,prunus,serrulata
-96.772513,43.498663,SiouxFalls,2768,acer,freemanii
-121.868139,37.327276,SanJose,2769,gleditsia,
-118.440345,34.057641,LosAngeles,2770,casuarina,equisetifolia
-78.854078,42.951498,SiouxFalls,2771,acer,spp
-83.084296,40.124469,Columbus,2772,tilia,
-118.216886,34.024296,LosAngeles,2773,jacaranda,acutifolia
-118.40822,33.971684,LosAngeles,2774,magnolia,grandiflora
-122.805141,49.114501,Surrey,2775,cercidiphyllum,japonicum
-83.004601,39.938232,Columbus,2776,ulmus,
-105.03297,39.77952,Denver,2777,quercus,rubra
-83.160485,39.94343,Columbus,2778,tilia,
-122.77505,49.030493,Surrey,2779,quercus,robur
-118.258379,33.789013,LosAngeles,2780,ceiba,speciosa
-73.547209,45.466183,Montreal,2781,celtis,
-122.465238,37.746007,SanFrancisco,2782,pinus,radiata
-122.385913,47.544892,Seattle,2783,liquidambar,styraciflua
-122.448228,37.715081,SanFrancisco,2784,callistemon,citrinus
-74.120084,40.576622,NewYork,2785,platanus,acerifolia
-122.382442,47.570437,Seattle,2786,pyrus,calleryana
-122.035692,37.316432,Cupertino,2787,liquidambar,styraciflua
-105.283741,40.052325,Boulder,2788,juniperus,scopulorum
-73.67856,45.500449,Montreal,2789,fraxinus,pennsylvanica
-73.701303,45.472696,Montreal,2790,elaeagnus,
-123.062076,49.26961,Vancouver,2791,fagus,
-122.471106,37.778774,SanFrancisco,2792,ulmus,pumila
-118.286743,34.100832,LosAngeles,2793,jacaranda,mimosifolia
-122.083457,37.331904,Cupertino,2794,quercus,
-118.302514,34.079072,LosAngeles,2795,washingtonia,robusta
-73.643382,45.437274,Montreal,2796,gleditsia,
-121.866367,37.224555,SanJose,2797,heteromeles,
-73.768023,40.769979,NewYork,2798,amelanchier,
-73.84781,40.848794,NewYork,2799,amelanchier,
-76.97377,38.928102,WashingtonDc,2800,platanus,
-118.302397,33.970245,LosAngeles,2801,ceratonia,siliqua
-114.114903,50.96067,Calgary,2802,picea,pungens
-122.323672,47.72025,Seattle,2803,pseudotsuga,menziesii
-123.092921,49.261686,Vancouver,2804,pyrus,
-114.12233,51.039054,Calgary,2805,prunus,virginiana
-118.42638,34.235461,LosAngeles,2806,catalpa,speciosa
-73.695058,45.534081,Montreal,2807,tilia,
-123.105317,49.256597,Vancouver,2808,fagus,
-74.151872,40.590764,NewYork,2809,fraxinus,pennsylvanica
-104.909709,39.708171,Denver,2810,ulmus,davidiana
-118.3172,34.007072,LosAngeles,2811,washingtonia,robusta
-83.064749,40.126068,Columbus,2812,ulmus,
-104.968511,39.764856,Denver,2813,malus,species
-73.63572,45.444485,Montreal,2814,maackia,
-122.489537,37.785962,SanFrancisco,2815,corymbia,
-80.314211,43.363103,Cambridge,2816,acer,platanoides
-123.18194,49.23548,Vancouver,2817,prunus,
-122.377376,47.53554,Seattle,2818,prunus,pendula
-122.32783,47.623252,Seattle,2819,gleditsia,triacanthos
-76.981138,38.933328,WashingtonDc,2820,ostrya,
-73.503287,45.664434,Montreal,2821,acer,
-123.068352,49.214497,Vancouver,2822,pyrus,
-122.317592,47.684511,Seattle,2823,tilia,euchlora
-122.836914,49.193269,Surrey,2824,parrotia,persica
-121.938402,37.237187,SanJose,2825,pyrus,
-114.122673,50.936076,Calgary,2826,fraxinus,pennsylvanica
-76.945017,38.867956,WashingtonDc,2827,quercus,
-121.806411,37.30677,SanJose,2828,prunus,
-123.072081,49.242192,Vancouver,2829,liriodendron,
-118.307876,34.007074,LosAngeles,2830,jacaranda,acutifolia
-105.277854,40.007222,Boulder,2831,koelreuteria,paniculata
-122.387182,37.742482,SanFrancisco,2832,ginkgo,biloba
-104.950565,39.751334,Denver,2833,pinus,nigra
-122.390922,47.687131,Seattle,2834,betula,pendula
-79.900041,40.48333,Pittsburgh,2835,ulmus,pumila
-73.670942,45.555251,Montreal,2836,gleditsia,triacanthos
-122.494012,37.740475,SanFrancisco,2837,cupressus,macrocarpa
-83.074263,39.913498,Columbus,2838,ulmus,
-122.266432,47.556232,Seattle,2839,amelanchier,
-122.401711,37.745881,SanFrancisco,2840,acer,rubrum
-122.422293,37.773216,SanFrancisco,2841,lophostemon,confertus
-122.422293,37.773216,SanFrancisco,2841,lophostemon,flavum
-118.557902,34.16509,Buffalo,2842,tilia,carica
-118.305832,33.954693,LosAngeles,2843,callistemon,lanceolatus
-77.013555,38.955187,WashingtonDc,2844,gleditsia,
-73.893262,40.705329,NewYork,2845,pinus,nigra
-118.252405,34.022577,LosAngeles,2846,podocarpus,gracilior
-83.158316,39.955548,Columbus,2847,amelanchier,
-105.243157,39.998352,Boulder,2848,pinus,edulis
-122.305921,47.724742,Seattle,2849,populus,balsamifera
-123.144707,49.210528,Vancouver,2850,fraxinus,
-122.290003,47.692418,Seattle,2851,pinus,sylvestris
-113.491342,53.610181,Edmonton,2852,populus,balsamifera
-122.789157,49.143147,Surrey,2853,gymnocladus,dioicus
-73.901882,40.725518,NewYork,2854,ulmus,americana
-118.315013,33.990851,LosAngeles,2855,washingtonia,robusta
-122.265035,47.523369,Seattle,2856,acer,truncatum
-122.410589,37.764242,SanFrancisco,2857,hymenosporum,flavum
-76.964559,38.872881,WashingtonDc,2858,acer,
-122.472104,37.730248,SanFrancisco,2859,pittosporum,tenuifolium
-73.6396,45.500966,Montreal,2860,quercus,
-122.364616,47.697585,Seattle,2861,davidia,involucrata
-77.031445,38.911921,WashingtonDc,2862,gleditsia,
-78.893593,42.920046,SiouxFalls,2863,fraxinus,glabra
-121.929453,37.398241,SanJose,2864,eucalyptus,
-122.391992,47.685493,Seattle,2865,laburnum,anagyroides
-122.316476,47.672533,Seattle,2866,cedrus,atlantica
-121.882047,37.343826,SanJose,2867,citrus,
-121.815806,37.250529,SanJose,2868,quercus,
-82.947123,40.094748,Columbus,2869,malus,
-82.888854,40.086067,Columbus,2870,pinus,
-118.590061,34.156624,Buffalo,2871,malus,molle
-104.955667,39.681921,Denver,2872,gleditsia,triacanthos
-73.589937,45.494294,Montreal,2873,quercus,
-114.010546,51.061276,Calgary,2874,prunus,
-118.604348,34.206347,LosAngeles,2875,robinia,pseudoacacia
-122.310448,47.688615,Seattle,2876,tilia,americana
-82.822877,40.084725,Columbus,2877,gleditsia,
-86.531209,39.201026,Bloomington,2878,juniperus,
-122.859826,49.113935,Surrey,2879,acer,rubrum
-105.272852,40.050605,Boulder,2880,ulmus,pumila
-122.798409,49.063597,Surrey,2881,zelkova,serrata
-118.288226,33.982004,LosAngeles,2882,callistemon,lanceolatus
-123.05394,49.273358,Vancouver,2883,cornus,
-105.033508,39.739757,Denver,2884,syringa,species
-76.978939,38.884765,WashingtonDc,2885,pistacia,
-118.473457,34.0268,SantaMonica,2886,bauhinia,variegata
-122.446543,37.714161,SanFrancisco,2887,cupressus,
-105.052469,39.70588,Denver,2888,thuja,occidentalis
-73.964844,40.597961,NewYork,2889,quercus,palustris
-123.078621,49.218489,Vancouver,2890,zelkova,
-118.418532,34.229745,LosAngeles,2891,lagerstroemia,indica
-113.507199,53.613976,Edmonton,2892,pinus,ponderosa
-105.232206,40.006479,Boulder,2893,elaeagnus,angustifolia
-121.945947,37.330315,SanJose,2894,lagerstroemia,
-121.918577,37.254085,SanJose,2895,morus,
-78.855646,42.897616,LosAngeles,2896,callistemon,platanoides
-122.724959,49.129792,Surrey,2897,fagus,sylvatica
-122.296494,47.594723,Seattle,2898,pyrus,
-121.986399,37.301722,SanJose,2899,celtis,
-122.464678,37.733717,SanFrancisco,2900,platanus,hispanica
-122.498349,37.776199,SanFrancisco,2901,schinus,terebinthifolius
-121.732231,37.204202,SanJose,2902,quercus,
-114.091473,51.028206,Calgary,2903,malus,
-122.418811,37.741591,SanFrancisco,2904,tristaniopsis,laurina
-104.971155,39.684829,Denver,2905,gymnocladus,dioicus
-73.925152,40.834811,NewYork,2906,gleditsia,triacanthos
-96.74858,43.521805,Buffalo,2907,acer,rubrum
-96.723024,43.522188,Buffalo,2908,platanus,pennsylvanica
-118.469488,34.012417,SantaMonica,2909,magnolia,grandiflora
-73.592793,45.45279,Montreal,2910,gymnocladus,
-121.846588,37.380218,SanJose,2911,ceratonia,
-104.944191,39.671532,Denver,2912,platanus,occidentalis
-121.854937,37.330015,SanJose,2913,ginkgo,
-123.032552,49.244414,Vancouver,2914,liriodendron,
-122.306166,47.565177,Seattle,2915,pyrus,calleryana
-118.609484,34.213236,LosAngeles,2916,morus,alba
-122.410549,37.744385,SanFrancisco,2917,betula,pendula
-121.853087,37.392545,SanJose,2918,pyrus,
-77.03595,38.983174,WashingtonDc,2919,cercis,
-122.26579,47.554714,Seattle,2920,crataegus,laevigata
-122.823203,49.18754,Surrey,2921,cercidiphyllum,japonicum
-122.460571,37.745298,SanFrancisco,2922,liquidambar,styraciflua
-121.866953,37.279667,SanJose,2923,pyrus,
-122.297944,47.592944,Seattle,2924,fraxinus,pennsylvanica
-82.999303,39.978367,Columbus,2925,tilia,
-121.859923,37.362501,SanJose,2926,acer,
-82.983555,39.947646,Columbus,2927,prunus,
-76.993699,38.87983,WashingtonDc,2928,quercus,
-96.80267,43.525357,LosAngeles,2929,ulmus,rubrum
-104.881761,39.80524,Denver,2930,gleditsia,triacanthos
-80.495993,43.451165,Kitchener,2931,fraxinus,pennsylvanica
-122.334378,47.550306,Seattle,2932,quercus,rubra
-76.990323,38.927672,WashingtonDc,2933,amelanchier,
-122.422463,37.773914,SanFrancisco,2934,melaleuca,linariifolia
-122.422463,37.773914,SanFrancisco,2934,melaleuca,linariifolia
-80.32975,43.374121,Cambridge,2935,acer,
-118.506769,34.038062,SantaMonica,2936,magnolia,grandiflora
-118.458927,34.018768,SantaMonica,2937,casuarina,cunninghamiana
-79.924778,40.466483,Pittsburgh,2938,viburnum,prunifolium
-113.504389,53.472567,Edmonton,2939,populus,balsamifera
-114.132779,51.038954,Calgary,2940,quercus,macrocarpa
-121.971047,37.309325,SanJose,2941,liquidambar,
-121.837067,37.237275,SanJose,2942,ginkgo,
-77.000651,38.880675,WashingtonDc,2943,ulmus,
-105.256231,40.041151,Boulder,2944,ulmus,pumila
-118.655935,34.192032,SiouxFalls,2945,acer,
-73.907481,40.85209,NewYork,2946,maackia,amurensis
-123.17357,49.26322,Vancouver,2947,catalpa,
-73.708719,40.733338,NewYork,2948,maackia,amurensis
-122.461847,37.775387,SanFrancisco,2949,schinus,terebinthifolius
-118.265553,34.091521,LosAngeles,2950,cupressus,sempervirens
-105.002711,39.730375,Denver,2951,fraxinus,pennsylvanica
-118.473764,34.013774,SantaMonica,2952,liquidambar,styraciflua
-113.495348,53.564286,Edmonton,2953,fraxinus,pennsylvanica
-118.63436,34.177892,Buffalo,2954,magnolia,fortunei
-122.351262,47.630017,Seattle,2955,sorbus,aucuparia
-121.88049,37.225791,SanJose,2956,gleditsia,
-118.578948,34.262883,LosAngeles,2957,morus,alba
-123.099251,49.211742,Vancouver,2958,liquidambar,
-118.494843,34.022138,SantaMonica,2959,eucalyptus,globulus
-123.059864,49.280433,Vancouver,2960,fraxinus,
-122.459665,37.744854,SanFrancisco,2961,metrosideros,excelsa
-122.422957,37.762935,SanFrancisco,2962,melaleuca,ericifolia
-122.270168,47.557039,Seattle,2963,prunus,cerasifera
-121.894657,37.345825,SanJose,2964,fraxinus,
-82.993779,39.945936,Columbus,2965,celtis,
-76.922109,38.887024,WashingtonDc,2966,gleditsia,
-122.440379,37.762118,SanFrancisco,2967,maytenus,boaria
-73.958621,40.691071,NewYork,2968,maackia,amurensis
-123.10552,49.234465,Vancouver,2969,fraxinus,
-73.883899,40.70456,NewYork,2970,platanus,acerifolia
-123.106068,49.212361,Vancouver,2971,carpinus,
-118.60519,34.151244,LosAngeles,2972,pinus,canariensis
-80.535784,43.440142,Kitchener,2973,acer,platanoides
-80.326987,43.378336,Cambridge,2974,malus,
-76.934738,38.888767,WashingtonDc,2975,cercis,
-121.842467,37.249615,SanJose,2976,platanus,
-96.749809,43.5211,LosAngeles,2977,schinus,pennsylvanica
-114.052152,50.971724,Calgary,2978,malus,
-79.965223,40.428423,Pittsburgh,2979,gleditsia,triacanthos
-73.855758,40.730384,NewYork,2980,prunus,
-122.801068,49.135091,Surrey,2981,calocedrus,decurrens
-118.438453,34.018096,LosAngeles,2982,liquidambar,
-73.576756,45.563249,Montreal,2983,tilia,
-73.542288,45.46531,Montreal,2984,syringa,
-114.09633,51.053573,Calgary,2985,quercus,macrocarpa
-77.013319,38.81382,WashingtonDc,2986,acer,
-118.498124,34.164875,LosAngeles,2987,cedrus,libani
-121.817594,37.294986,SanJose,2988,pyrus,
-118.260723,33.926523,SiouxFalls,2989,fraxinus,acutifolia
-122.040197,37.299856,Cupertino,2990,lagerstroemia,
-78.801398,42.907492,SiouxFalls,2991,celtis,cordata
-104.912345,39.755425,Denver,2992,juniperus,species
-122.851316,49.191556,Surrey,2993,nyssa,sylvatica
-78.861251,42.957004,SiouxFalls,2994,celtis,spp
-122.721342,49.113329,Surrey,2995,magnolia,
-104.978776,39.735446,Denver,2996,pinus,nigra
-122.390921,47.56255,Seattle,2997,prunus,kwanzan
-80.35506,43.401403,Cambridge,2998,acer,platanoides
-73.9864,40.594755,NewYork,2999,prunus,virginiana
-80.448188,43.44529,Kitchener,3000,tilia,cordata
-96.754995,43.523906,Buffalo,3001,pyrus,cordata
-96.626708,43.544951,LosAngeles,3002,callistemon,freemanii
-118.304271,33.839866,LosAngeles,3003,acer,negundo
-118.297068,34.077237,LosAngeles,3004,brachychiton,populneus
-122.410725,37.758966,SanFrancisco,3005,ficus,
-96.754101,43.478591,LosAngeles,3006,phoenix,freemanii
-73.958776,40.590945,NewYork,3007,zelkova,serrata
-105.251864,40.037924,Boulder,3008,acer,tataricum
-104.952,39.67308,Denver,3009,prunus,cerasifera
-114.184678,51.040875,Calgary,3010,ulmus,americana
-122.27862,47.633907,Seattle,3011,prunus,kwanzan
-122.402189,37.712405,SanFrancisco,3012,lophostemon,confertus
-118.337281,34.096219,LosAngeles,3013,magnolia,grandiflora
-122.302602,47.620697,Seattle,3014,gleditsia,triacanthos
-118.47965,34.031459,SantaMonica,3015,cinnamomum,camphora
-121.83897,37.374008,SanJose,3016,phoenix,
-105.01453,39.705559,Denver,3017,ligustrum,ovalifolium
-105.278438,40.03829,Boulder,3018,pinus,nigra
-122.325318,47.682204,Seattle,3019,amelanchier,laevis
-77.027812,38.982161,WashingtonDc,3020,liquidambar,
-122.345396,47.536774,Seattle,3021,alnus,rubra
-74.204953,40.528828,NewYork,3022,pyrus,calleryana
-122.038519,37.304952,Cupertino,3023,platanus,hispanica
-121.879452,37.389092,SanJose,3024,ginkgo,
-122.42955,37.764606,SanFrancisco,3025,cupressus,sempervirens
-122.42955,37.764606,SanFrancisco,3025,cupressus,sempervirens
-122.42955,37.764606,SanFrancisco,3025,cupressus,sempervirens
-96.741228,43.500453,SiouxFalls,3026,fraxinus,pennsylvanica
-78.836899,42.937752,Buffalo,3027,acer,campestre
-114.090239,51.029869,Calgary,3028,fraxinus,pennsylvanica
-122.428207,37.729358,SanFrancisco,3029,prunus,serrulata
-122.428207,37.729358,SanFrancisco,3029,prunus,
-122.428207,37.729358,SanFrancisco,3029,prunus,serrulata
-80.315418,43.360464,Cambridge,3030,malus,
-118.398604,34.15926,LosAngeles,3031,liriodendron,tulipifera
-74.212829,40.518413,NewYork,3032,tilia,cordata
-118.447868,34.236619,LosAngeles,3033,grevillea,robusta
-73.579869,45.539573,Montreal,3034,gleditsia,triacanthos
-76.976286,38.893021,WashingtonDc,3035,tilia,
-113.574577,53.558759,Edmonton,3036,picea,pungens
-122.463795,37.751891,SanFrancisco,3037,pistacia,chinensis
-73.56869,45.489701,Montreal,3038,phellodendron,
-82.819719,39.901956,Columbus,3039,fraxinus,
-78.894213,42.925784,LosAngeles,3040,prunus,platanoides
-73.867108,40.677353,NewYork,3041,syringa,reticulata
-113.621813,53.439461,Edmonton,3042,fraxinus,pennsylvanica
-104.894207,39.720582,Denver,3043,tilia,cordata
-118.367154,34.204436,LosAngeles,3044,ligustrum,lucidum
-118.210772,34.049723,LosAngeles,3045,ficus,microcarpa
-122.038827,37.294588,Cupertino,3046,sequoia,sempervirens
-122.295197,47.553616,Seattle,3047,fraxinus,
-73.895377,45.463427,Montreal,3048,quercus,
-121.871217,37.416425,SanJose,3049,gleditsia,
-122.440094,37.745801,SanFrancisco,3050,lophostemon,confertus
-122.458105,37.718661,SanFrancisco,3051,metrosideros,excelsa
-122.79027,49.055614,Surrey,3052,parrotia,persica
-121.820137,37.345285,SanJose,3053,acer,
-104.973323,39.713519,Denver,3054,pyrus,calleryana
-82.966061,39.967408,Columbus,3055,syringa,
-118.520563,34.198179,LosAngeles,3056,catalpa,speciosa
-118.278234,34.006874,LosAngeles,3057,ficus,microcarpa
-105.048539,39.779394,Denver,3058,pyrus,calleryana
-121.877585,37.378877,SanJose,3059,pistacia,
-118.309828,33.968232,LosAngeles,3060,cinnamomum,camphora
-113.496377,53.561091,Edmonton,3061,malus,baccata
-73.567744,45.576564,Montreal,3062,tilia,
-76.984644,38.880171,WashingtonDc,3063,quercus,
-121.921744,37.247023,SanJose,3064,liquidambar,
-122.395954,47.545991,Seattle,3065,prunus,amanogawa
-73.554856,45.526606,Montreal,3066,pinus,
-121.915047,37.270265,SanJose,3067,liquidambar,
-122.33576,47.533006,Seattle,3068,quercus,rubra
-78.881296,42.915568,SiouxFalls,3069,fraxinus,platanoides
-73.556835,45.532352,Montreal,3070,celtis,
-123.041749,49.262997,Vancouver,3071,magnolia,
-118.482544,34.272958,LosAngeles,3072,prunus,caroliniana
-121.833688,37.3314,SanJose,3073,gleditsia,
-121.784109,37.244892,SanJose,3074,olea,
-80.502754,43.429339,Kitchener,3075,tilia,
-121.903547,37.274955,SanJose,3076,olea,
-82.980825,39.967408,Columbus,3077,carpinus,
-122.323182,47.646067,Seattle,3078,pinus,nigra
-123.16792,49.25961,Vancouver,3079,quercus,
-123.082962,49.242561,Vancouver,3080,fraxinus,
-77.065918,38.943163,WashingtonDc,3081,lagerstroemia,
-73.907756,40.608834,NewYork,3082,platanus,acerifolia
-122.357897,47.643195,Seattle,3083,liriodendron,tulipifera
-104.891714,39.794868,Denver,3084,pyrus,calleryana
-73.763604,40.71061,NewYork,3085,syringa,reticulata
-121.885796,37.246403,SanJose,3086,celtis,
-74.204166,40.530602,NewYork,3087,syringa,reticulata
-82.992908,39.944401,Columbus,3088,acer,
-118.415965,34.1516,LosAngeles,3089,acacia,melanoxylon
-121.837957,37.318945,SanJose,3090,gleditsia,
-118.559954,34.179922,LosAngeles,3091,schinus,molle
-80.050373,40.433655,Pittsburgh,3092,acer,saccharinum
-96.684825,43.506889,LosAngeles,3093,ligustrum,pennsylvanica
-122.43323,37.750601,SanFrancisco,3094,prunus,serrulata
-82.951621,39.951906,Columbus,3095,celtis,
-122.408615,37.757825,SanFrancisco,3096,albizia,julibrissin
-122.424512,37.767973,SanFrancisco,3097,melaleuca,linariifolia
-122.424512,37.767973,SanFrancisco,3097,melaleuca,linariifolia
-122.424512,37.767973,SanFrancisco,3097,melaleuca,linariifolia
-122.424512,37.767973,SanFrancisco,3097,melaleuca,linariifolia
-122.424512,37.767973,SanFrancisco,3097,melaleuca,linariifolia
-122.424512,37.767973,SanFrancisco,3097,melaleuca,linariifolia
-122.424512,37.767973,SanFrancisco,3097,melaleuca,linariifolia
-114.129732,51.025162,Calgary,3098,picea,glauca
-122.752669,49.14974,Surrey,3099,liquidambar,styraciflua
-78.888966,42.910526,Buffalo,3100,quercus,bicolor
-121.92141,37.250195,SanJose,3101,cupressus,
-104.949939,39.68848,Denver,3102,tilia,americana
-73.840253,40.659848,NewYork,3103,zelkova,serrata
-118.299068,33.731004,LosAngeles,3104,brachychiton,populneus
-118.446336,34.229364,LosAngeles,3105,robinia,pseudoacacia
-73.661701,45.553969,Montreal,3106,ulmus,
-76.994158,38.887656,WashingtonDc,3107,amelanchier,
-77.038916,38.930704,WashingtonDc,3108,zelkova,
-114.07503,51.015284,Calgary,3109,prunus,virginiana
-122.400796,37.757534,SanFrancisco,3110,jacaranda,mimosifolia
-114.081673,51.019262,Calgary,3111,sorbus,aucuparia
-121.912347,37.282425,SanJose,3112,tristaniopsis,
-121.905857,37.235875,SanJose,3113,ulmus,
-76.999442,38.889454,WashingtonDc,3114,gymnocladus,
-73.553037,45.538104,Montreal,3115,gymnocladus,
-82.990974,39.94087,Columbus,3116,liriodendron,
-118.502652,34.239719,LosAngeles,3117,lagerstroemia,indica
-118.484919,34.035181,SantaMonica,3118,cedrus,deodara
-73.548557,45.532194,Montreal,3119,gymnocladus,
-118.468573,34.039431,LosAngeles,3120,ficus,microcarpa
-80.312479,43.366836,Cambridge,3121,thuja,occidentalis
-114.162108,51.049651,Calgary,3122,acer,negundo
-123.057369,49.242544,Vancouver,3123,fagus,
-77.032425,38.988061,WashingtonDc,3124,carpinus,
-118.27903,34.093987,LosAngeles,3125,fraxinus,uhdei
-118.23772,34.109234,LosAngeles,3126,brachychiton,populneus
-73.652287,45.579684,Montreal,3127,ulmus,
-78.87993,42.921552,LosAngeles,3128,morus,carpinifolia
-122.434964,37.733768,SanFrancisco,3129,malus,canariensis
-122.434964,37.733768,SanFrancisco,3129,malus,spp
-122.434964,37.733768,SanFrancisco,3129,malus,plicata
-122.434964,37.733768,SanFrancisco,3129,malus,spp
-122.434964,37.733768,SanFrancisco,3129,malus,
-122.434964,37.733768,SanFrancisco,3129,malus,sempervirens
-122.434964,37.733768,SanFrancisco,3129,malus,spp
-122.434964,37.733768,SanFrancisco,3129,malus,canariensis
-122.434964,37.733768,SanFrancisco,3129,malus,pinea
-122.434964,37.733768,SanFrancisco,3129,malus,viscosa
-122.434964,37.733768,SanFrancisco,3129,malus,ficifolia
-122.434964,37.733768,SanFrancisco,3129,malus,sempervirens
-122.434964,37.733768,SanFrancisco,3129,malus,ficifolia
-122.434964,37.733768,SanFrancisco,3129,malus,undulatum
-122.434964,37.733768,SanFrancisco,3129,malus,pinea
-122.434964,37.733768,SanFrancisco,3129,malus,spp
-122.434964,37.733768,SanFrancisco,3129,malus,canariensis
-122.434964,37.733768,SanFrancisco,3129,malus,viscosa
-122.434964,37.733768,SanFrancisco,3129,malus,pinea
-122.470991,37.785743,SanFrancisco,3130,olea,europaea
-105.26621,39.99719,Boulder,3131,corylus,colurna
-77.011669,38.826005,WashingtonDc,3132,acer,
-121.864687,37.408435,SanJose,3133,eucalyptus,
-122.329333,47.651831,Seattle,3134,pinus,coulteri
-121.899617,37.269575,SanJose,3135,eucalyptus,
